,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,remotework,salary
1417,Yes,travel_frequently,161.88,Sales,3,Professional Certification,Medical,1418,2,Female,,3,1,Sales representative,4,Single,3399.5,1,Yes,12,3.0,3,Part Time,0,0.0,2,4.0,0,,0,0,2005,Yes,15690.0
1418,No,non-travel,431.99,Sales,5,Bachelor,,1419,1,Male,,2,2,Sales executive,2,Divorced,9071.83,1,Yes,13,,2,Part Time,1,10.0,3,2.0,10,,0,9,1994,Yes,41870.0
1419,No,non-travel,556.26,Sales,5,Masters,Life Sciences,1420,1,Female,,3,2,Sales executive,4,Unknown,11681.39,1,No,11,3.0,1,Part Time,2,10.0,2,,10,,0,2,1992,Yes,53914.11
1420,No,travel_rarely,1032.49,Sales,23,Professional Certification,,1421,4,Male,129.06,3,3,Sales executive,3,Single,21682.23,3,No,16,3.0,4,Part Time,0,21.0,2,3.0,2,,0,2,1982,Yes,100071.84
1421,No,travel_rarely,341.1,Research & Development,4,Professional Certification,,1422,4,Female,,3,1,Laboratory technician,3,Unknown,7163.0,7,No,19,3.0,4,Full Time,1,7.0,5,,0,,0,0,1985,Yes,33060.0
1422,Yes,travel_rarely,143.72,Research & Development,2,Masters,Life Sciences,1423,4,Male,,3,1,Laboratory technician,2,Single,3018.17,1,No,12,3.0,1,Part Time,0,1.0,2,3.0,1,,0,0,1991,Yes,13930.0
1423,No,non-travel,1122.85,Research & Development,1,Masters,,1424,3,Male,,1,3,Healthcare representative,4,Divorced,23579.83,3,No,20,4.0,3,Full Time,1,19.0,2,4.0,1,,0,0,1963,No,108830.0
1424,Yes,non-travel,290.04,Human Resources,22,High School or Below,,1425,4,Male,,1,1,Human resources,3,Married,6090.75,1,No,11,,3,,1,1.0,2,3.0,1,,0,0,1999,Yes,28111.08
1425,No,travel_rarely,556.26,Research & Development,8,Professional Certification,Life Sciences,1426,2,Female,,3,2,Manufacturing director,1,Unknown,11681.39,2,Yes,16,3.0,2,,1,18.0,3,3.0,1,,0,0,1983,Yes,53914.11
1426,No,travel_rarely,295.29,Research & Development,21,High School or Below,,1427,2,Male,,3,1,Research scientist,4,Married,6201.0,1,No,12,3.0,2,,1,10.0,2,2.0,10,,0,8,1993,Yes,28620.0
1427,No,non-travel,556.26,Sales,2,Masters,Marketing,1428,3,Male,,3,2,Sales executive,2,Unknown,11681.39,7,No,11,3.0,4,Part Time,1,4.0,3,1.0,1,,0,0,1976,Yes,53914.11
1428,Yes,travel_rarely,694.88,Sales,1,Professional Certification,,1429,1,Male,,1,2,Sales executive,2,Single,14592.5,6,No,15,3.0,2,Full Time,0,10.0,2,3.0,0,,0,0,1991,No,67350.0
1429,No,travel_rarely,1006.57,Human Resources,41,Bachelor,Life Sciences,1430,4,Female,,1,3,Human resources,3,Married,21138.0,4,No,21,4.0,3,,2,9.0,2,4.0,5,,0,3,1978,Yes,97560.0
1430,No,non-travel,290.04,Research & Development,2,Masters,,1431,4,Male,,4,1,Research scientist,4,Married,6090.75,0,Yes,14,3.0,1,Part Time,3,6.0,3,3.0,5,,1,2,1989,No,28111.13
1431,Yes,non-travel,1032.49,Sales,16,Bachelor,,1432,1,Female,,3,3,Sales executive,1,Unknown,21682.23,2,Yes,20,4.0,3,Part Time,0,,2,2.0,0,,0,0,1990,Yes,100071.84
1432,Yes,travel_rarely,1032.49,Sales,16,Masters,,1433,1,Male,,3,3,Sales executive,3,Married,21682.23,2,No,13,3.0,1,,3,,2,3.0,1,,0,0,1992,Yes,100071.84
1433,No,travel_rarely,290.04,Research & Development,4,Bachelor,Technical Degree,1434,4,Female,,2,1,Research scientist,1,Divorced,6090.75,1,No,13,3.0,3,Part Time,1,,2,3.0,1,,0,0,1994,Yes,28111.13
1434,No,non-travel,546.21,Research & Development,16,Bachelor,,1435,3,Male,68.28,4,2,Healthcare representative,3,Married,11470.33,3,No,16,3.0,3,Part Time,1,10.0,3,3.0,7,,1,7,1993,No,52940.0
1435,No,travel_rarely,556.26,Research & Development,18,Bachelor,Medical,1436,2,Male,69.53,1,2,Healthcare representative,4,Married,11681.39,3,No,16,3.0,3,Part Time,1,,2,3.0,1,,1,0,1985,Yes,53914.11
1436,Yes,non-travel,251.44,Research & Development,17,Bachelor,Technical Degree,1437,3,Male,31.43,2,1,Research scientist,3,Unknown,5280.17,9,Yes,16,3.0,4,Part Time,1,6.0,4,3.0,1,,0,0,1980,No,24370.0
1437,No,travel_rarely,1973.98,Research & Development,44,Bachelor,,1438,3,Male,,2,5,Research director,1,Married,41453.67,8,No,12,3.0,2,Full Time,3,34.0,2,3.0,1,,0,0,1968,No,191324.62
1438,Yes,non-travel,290.04,Sales,7,High School or Below,Marketing,1439,2,Male,,3,1,Sales representative,2,Single,6090.75,1,No,13,3.0,2,,0,,3,3.0,1,,1,0,2002,Yes,28111.08
1439,Yes,travel_rarely,290.04,Research & Development,45,High School or Below,Medical,1440,3,Female,36.25,3,1,Laboratory technician,1,Unknown,6090.75,1,Yes,17,3.0,3,Part Time,0,1.0,6,3.0,1,,0,0,2001,Yes,28111.13
1440,No,travel_rarely,420.02,Human Resources,8,Professional Certification,Other,1441,3,Male,,3,2,Human resources,2,Divorced,8820.5,2,No,13,3.0,3,Part Time,0,19.0,4,2.0,10,,4,7,1986,Yes,40710.0
1441,No,travel_rarely,556.26,Research & Development,13,Bachelor,,1442,2,Male,69.53,4,2,Healthcare representative,1,Married,11681.39,5,No,18,,3,Part Time,2,10.0,2,2.0,0,,0,0,1981,No,53914.11
1442,No,non-travel,290.04,Research & Development,14,Bachelor,,1443,2,Female,,3,1,Research scientist,3,Single,6090.75,1,No,16,3.0,3,,0,0.0,4,1.0,0,,0,0,2005,Yes,28111.08
1443,Yes,travel_rarely,304.98,Human Resources,18,Doctor,Human Resources,1444,4,Male,,4,1,Human resources,1,Married,6404.67,0,No,17,3.0,3,Full Time,0,2.0,4,3.0,1,,0,0,1992,Yes,29560.0
1444,No,travel_rarely,556.26,Research & Development,2,Masters,,1445,4,Female,,3,2,Research scientist,2,Unknown,11681.39,4,Yes,22,4.0,4,,1,,2,3.0,1,,0,0,1987,Yes,53914.11
1445,No,travel_frequently,479.56,Sales,10,Masters,Marketing,1446,4,Male,59.94,3,2,Sales executive,4,Unknown,10070.67,8,No,13,3.0,3,Part Time,0,,2,4.0,0,,0,0,1991,Yes,46480.0
1446,No,non-travel,556.26,Research & Development,29,High School or Below,Life Sciences,1447,4,Male,69.53,1,2,Healthcare representative,3,Divorced,11681.39,8,No,17,,4,Part Time,2,11.0,3,,7,,1,6,1994,No,53914.11
1447,No,travel_rarely,290.04,Research & Development,8,Bachelor,,1448,4,Male,,3,1,Laboratory technician,3,Unknown,6090.75,4,No,13,,4,Part Time,0,,3,3.0,0,,0,0,1981,Yes,28111.13
1448,No,travel_rarely,289.3,Human Resources,6,High School or Below,,1449,4,Male,,2,1,Human resources,2,Married,6075.33,1,No,11,3.0,4,Part Time,0,,3,3.0,1,,0,0,1994,Yes,28040.0
1449,Yes,non-travel,251.64,Research & Development,24,Professional Certification,,1450,4,Male,,2,1,Research scientist,4,Unknown,5284.5,1,Yes,24,,2,Part Time,0,1.0,3,2.0,1,,1,0,1994,No,24390.0
1450,No,travel_rarely,294.67,Sales,3,Bachelor,Medical,1451,2,Female,,3,1,Sales representative,2,Unknown,6188.0,1,No,19,3.0,4,,1,1.0,3,3.0,1,,0,0,1995,Yes,28560.0
1451,Yes,non-travel,290.04,Sales,9,Bachelor,,1452,2,Male,,3,1,Sales representative,4,Unknown,6090.75,1,No,13,3.0,3,,0,,3,2.0,1,,0,0,1993,No,28111.08
1452,Yes,travel_rarely,290.04,Research & Development,7,High School or Below,Life Sciences,1453,4,Male,,3,1,Research scientist,2,Single,6090.75,1,No,23,4.0,1,,0,1.0,2,3.0,1,,0,0,2001,Yes,28111.08
1453,No,non-travel,302.61,Research & Development,1,Professional Certification,Life Sciences,1454,2,Female,,2,1,Research scientist,3,Unknown,6354.83,1,Yes,13,3.0,3,Full Time,1,1.0,3,2.0,1,,1,0,1997,No,29330.0
1454,No,travel_rarely,556.26,Research & Development,1,Masters,,1455,2,Male,,4,2,Healthcare representative,1,Unknown,11681.39,2,No,15,3.0,4,Part Time,1,10.0,5,3.0,2,"0,0",2,2,1979,Yes,53914.11
1455,Yes,travel_frequently,112.56,Sales,24,Bachelor,Technical Degree,1456,3,Male,14.07,4,1,Sales representative,1,Single,2363.83,1,No,17,3.0,4,Part Time,0,1.0,3,,1,,0,0,1994,Yes,10910.0
1456,Yes,travel_rarely,556.26,Sales,13,Professional Certification,Marketing,1457,4,Female,,3,2,Sales executive,3,Unknown,11681.39,3,Yes,11,3.0,4,Part Time,0,6.0,0,3.0,2,,2,2,1995,Yes,53914.11
1457,No,travel_rarely,556.26,Sales,11,Doctor,,1458,4,Female,,2,2,Sales executive,1,Married,11681.39,4,No,16,3.0,3,Part Time,1,,3,3.0,0,,0,0,1967,Yes,53914.11
1458,No,travel_rarely,531.45,Research & Development,9,Professional Certification,,1459,1,Male,66.43,3,2,Manufacturing director,1,Married,11160.5,1,No,25,4.0,4,Part Time,1,10.0,3,3.0,10,,7,9,1984,Yes,51510.0
1459,No,non-travel,1582.77,Unknown,21,Bachelor,,1460,4,Female,,3,4,Manager,4,Unknown,33238.2,4,Yes,13,3.0,3,Full Time,1,,2,2.0,1,,0,0,1965,Yes,153407.07
1460,No,travel_rarely,556.26,Sales,12,Masters,Marketing,1461,2,Male,,3,2,Sales executive,4,Divorced,11681.39,3,No,12,,3,Part Time,2,14.0,4,3.0,0,,0,0,1981,No,53914.11
1461,Yes,non-travel,295.39,Human Resources,22,Bachelor,,1462,1,Female,,2,1,Human resources,2,Married,6203.17,1,No,12,3.0,1,Full Time,0,,2,3.0,1,,0,0,1996,No,28630.0
1462,No,travel_rarely,294.87,Sales,1,Bachelor,,1463,1,Male,,2,1,Sales representative,1,Single,6192.33,4,No,14,3.0,1,,0,20.0,3,2.0,1,,0,0,1985,Yes,28580.04
1463,No,non-travel,556.26,Research & Development,5,Masters,Life Sciences,1464,4,Male,,2,2,Manufacturing director,4,Unknown,11681.39,8,No,24,4.0,2,Part Time,0,,1,3.0,1,,0,0,1991,Yes,53914.11
1464,No,non-travel,116.48,Research & Development,2,High School or Below,Medical,1465,4,Female,,1,1,Laboratory technician,4,Unknown,2446.17,1,No,11,3.0,3,Part Time,3,,4,3.0,1,,0,0,1992,Yes,11290.0
1465,No,travel_rarely,290.04,Human Resources,2,Bachelor,,1466,3,Female,,3,1,Human resources,2,Unknown,6090.75,4,No,14,3.0,3,Part Time,0,6.0,3,3.0,2,,1,2,1998,No,28111.13
1466,No,non-travel,290.04,Research & Development,44,Masters,,1467,1,Male,36.25,3,1,Laboratory technician,4,Married,6090.75,8,No,19,3.0,3,Part Time,2,8.0,3,2.0,1,,0,0,1983,Yes,28111.13
1467,No,non-travel,2004.79,Unknown,9,Bachelor,,1468,4,Male,,3,5,Manager,4,Unknown,42100.5,2,No,13,3.0,3,Full Time,0,,3,2.0,6,,1,3,1984,No,194310.0
1468,Yes,non-travel,290.04,Sales,9,Bachelor,,1469,4,Male,,3,1,Sales representative,1,Married,6090.75,1,No,19,3.0,1,,1,,3,,1,,1,0,2000,No,28111.08
1469,No,travel_rarely,1032.49,Human Resources,26,Masters,Life Sciences,1470,3,Female,,3,3,Human resources,4,Single,21682.23,1,Yes,16,3.0,3,Part Time,0,,2,,9,,1,7,1988,No,100071.84
1470,No,travel_rarely,238.13,Sales,7,Professional Certification,Technical Degree,1471,2,Male,,3,1,Sales representative,3,Unknown,5000.67,0,Yes,25,4.0,2,,1,12.0,4,3.0,11,,5,7,1989,Yes,23080.0
1471,No,non-travel,221.21,Research & Development,16,Bachelor,Medical,1472,3,Male,27.65,3,1,Research scientist,3,Single,4645.33,1,No,14,3.0,3,Part Time,0,5.0,3,2.0,5,,1,4,1995,No,21440.0
1472,No,non-travel,554.36,Research & Development,1,Bachelor,Life Sciences,1473,1,Male,69.29,3,2,Healthcare representative,1,Married,11641.5,0,No,12,3.0,1,Part Time,1,6.0,5,2.0,5,,0,2,1994,No,53730.0
1473,Yes,travel_rarely,1032.49,Research & Development,23,Masters,Medical,1474,4,Female,129.06,3,3,Healthcare representative,4,Married,21682.23,1,No,12,3.0,4,Part Time,1,40.0,3,2.0,40,,15,6,1965,Yes,100071.84
1474,No,non-travel,1032.49,Sales,3,Bachelor,Life Sciences,1475,1,Male,129.06,3,3,Sales executive,3,Divorced,21682.23,0,No,12,3.0,3,Part Time,2,,6,2.0,16,,5,13,1985,Yes,100071.84
1475,No,travel_frequently,1032.49,Sales,1,High School or Below,,1476,2,Female,,3,3,Sales executive,4,Married,21682.23,1,No,14,3.0,4,Part Time,1,11.0,5,3.0,11,,4,1,1994,Yes,100071.84
1476,No,travel_rarely,1964.96,Unknown,1,Bachelor,Medical,1477,4,Male,,3,5,Manager,1,Single,41264.17,0,No,14,3.0,3,,0,37.0,2,3.0,36,,4,13,1968,Yes,190450.0
1477,No,non-travel,1652.34,Unknown,2,Masters,,1478,4,Male,,3,4,Manager,2,Unknown,34699.17,1,No,19,3.0,2,Full Time,0,,2,3.0,22,,0,4,1982,Yes,160150.0
1478,No,travel_rarely,991.82,Research & Development,1,Bachelor,,1479,3,Male,,4,3,Healthcare representative,4,Unknown,20828.17,0,No,17,,1,,3,19.0,5,2.0,18,,3,7,1984,Yes,96129.95999999999
1479,No,non-travel,1187.54,Research & Development,15,Professional Certification,Life Sciences,1480,3,Male,,2,3,Research director,4,Unknown,24938.33,0,No,14,3.0,2,Full Time,1,,3,3.0,11,,2,9,1985,Yes,115100.0
1480,No,non-travel,1582.77,Research & Development,12,Bachelor,,1481,1,Male,,2,4,Research director,2,Unknown,33238.2,1,No,11,3.0,3,,1,,3,,25,,3,9,1980,Yes,153407.04
1481,No,non-travel,444.27,Research & Development,7,Professional Certification,,1482,2,Female,,3,2,Manufacturing director,1,Married,9329.67,1,No,12,3.0,2,Part Time,1,13.0,5,1.0,13,,3,12,1992,Yes,43060.0
1482,No,travel_rarely,1758.71,Research & Development,29,Masters,Life Sciences,1483,2,Male,,2,4,Manager,3,Married,36933.0,0,No,15,3.0,2,Full Time,1,28.0,2,3.0,27,,15,7,1973,Yes,170460.0
1483,No,non-travel,290.04,Sales,8,High School or Below,Life Sciences,1484,2,Female,36.25,2,1,Sales representative,4,Unknown,6090.75,0,No,19,3.0,4,Part Time,0,,2,2.0,2,,2,2,1990,No,28111.13
1484,Yes,non-travel,210.68,Research & Development,2,Bachelor,Life Sciences,1485,1,Male,,3,1,Research scientist,1,Married,4424.33,6,No,14,3.0,2,,1,6.0,2,3.0,3,,1,2,1997,Yes,20420.04
1485,No,travel_frequently,291.06,Research & Development,3,Masters,,1486,3,Male,,3,1,Research scientist,3,Unknown,6112.17,3,No,16,3.0,1,Full Time,1,8.0,2,3.0,2,,2,2,1985,No,28210.0
1486,No,non-travel,1973.98,Research & Development,1,Masters,Medical,1487,4,Male,,3,5,Research director,4,Unknown,41453.67,9,No,17,3.0,4,,2,23.0,0,3.0,2,,2,2,1977,Yes,191324.62
1487,No,non-travel,213.57,Research & Development,25,High School or Below,,1488,4,Female,26.7,2,1,Research scientist,2,Single,4485.0,1,Yes,11,3.0,3,Part Time,0,2.0,6,4.0,2,,2,2,2002,Yes,20700.0
1488,No,travel_frequently,287.96,Sales,20,Bachelor,,1489,3,Male,36.0,4,1,Sales representative,4,Married,6047.17,0,No,12,,1,Part Time,1,3.0,4,3.0,2,,2,2,1992,No,27910.0
1489,No,non-travel,556.26,Sales,11,Professional Certification,Marketing,1490,4,Male,69.53,3,2,Sales executive,4,Divorced,11681.39,1,No,11,3.0,4,Part Time,1,5.0,3,3.0,5,,0,2,1988,Yes,53914.11
1490,No,non-travel,556.26,Research & Development,2,Professional Certification,,1491,4,Male,,3,2,Manufacturing director,3,Single,11681.39,2,No,11,3.0,4,Part Time,0,,3,,3,,0,2,1989,Yes,53914.11
1491,Yes,non-travel,848.51,Sales,9,Masters,,1492,1,Female,,3,2,Sales executive,1,Single,17818.67,0,No,17,3.0,1,Full Time,0,6.0,3,3.0,5,,0,3,1990,Yes,82240.0
1492,Yes,non-travel,269.29,Research & Development,15,Bachelor,Medical,1493,3,Male,,3,1,Laboratory technician,3,Unknown,5655.0,1,No,12,3.0,3,Part Time,1,,5,2.0,2,,2,2,1992,No,26100.0
1493,No,travel_rarely,591.29,Research & Development,25,Professional Certification,,1494,3,Female,,2,2,Healthcare representative,4,Unknown,12417.17,7,No,13,3.0,3,Full Time,2,9.0,2,3.0,6,,1,3,1986,No,57310.0
1494,No,travel_rarely,261.96,Research & Development,6,Bachelor,,1495,4,Male,,2,1,Research scientist,3,Married,5501.17,1,No,13,,3,,1,4.0,0,3.0,4,"2,0",2,2,1996,No,25389.96
1495,No,travel_frequently,245.14,Research & Development,4,Masters,Other,1496,4,Male,,2,1,Laboratory technician,4,Married,5148.0,1,No,13,3.0,2,Part Time,1,2.0,2,4.0,2,,2,2,1988,Yes,23760.0
1496,No,non-travel,1973.98,Unknown,4,Masters,,1497,4,Female,246.75,3,5,Manager,1,Divorced,41453.67,4,No,13,3.0,4,Full Time,1,28.0,2,3.0,5,,4,2,1967,No,191324.62
1497,No,non-travel,290.04,Research & Development,7,Bachelor,Medical,1498,1,Female,,3,1,Research scientist,3,Unknown,6090.75,4,Yes,19,3.0,3,Part Time,1,,2,,3,,0,2,1978,Yes,28111.13
1498,No,travel_rarely,365.13,Human Resources,2,Bachelor,Life Sciences,1499,2,Male,,3,1,Human resources,4,Unknown,7667.83,0,No,13,3.0,2,Full Time,0,,5,3.0,9,,1,8,1980,Yes,35390.0
1499,No,travel_rarely,564.16,Sales,29,Masters,Marketing,1500,1,Female,,2,2,Sales executive,4,Unknown,11847.33,1,No,14,3.0,1,Full Time,2,,3,3.0,12,,5,7,1992,Yes,54680.0
1500,Yes,non-travel,599.75,Sales,27,Bachelor,,1501,3,Male,74.97,3,2,Sales executive,4,Unknown,12594.83,1,No,18,3.0,4,Full Time,0,,2,3.0,10,,7,7,1988,Yes,58130.0
1501,No,non-travel,556.26,Research & Development,2,Professional Certification,Medical,1502,2,Male,,3,2,Manufacturing director,4,Divorced,11681.39,2,No,14,3.0,3,Part Time,1,15.0,6,3.0,7,,1,7,1988,No,53914.11
1502,No,non-travel,997.39,Research & Development,47,Bachelor,Medical,1503,4,Female,,3,3,Manufacturing director,3,Single,20945.17,9,No,14,3.0,2,Part Time,0,9.0,3,3.0,7,,0,2,1993,No,96670.0
1503,Yes,travel_rarely,556.26,Research & Development,21,Professional Certification,Medical,1504,4,Female,69.53,3,2,Healthcare representative,2,Married,11681.39,4,No,22,4.0,4,Part Time,1,13.0,2,4.0,9,"7,0",3,7,1977,No,53914.11
1504,No,non-travel,531.76,Sales,48,Masters,,1505,4,Female,,3,2,Sales executive,3,Married,11167.0,4,No,22,4.0,2,,2,10.0,3,4.0,8,,5,7,1978,Yes,51540.0
1505,No,travel_frequently,585.52,Sales,2,Masters,Life Sciences,1506,1,Male,,3,2,Sales executive,4,Married,12295.83,1,No,20,4.0,3,,1,7.0,5,3.0,7,,7,7,1980,No,56750.04
1506,Yes,non-travel,754.62,Sales,10,Bachelor,Life Sciences,1507,3,Female,,3,3,Sales executive,2,Unknown,15847.0,5,No,21,4.0,3,Part Time,3,14.0,2,3.0,8,,0,7,1977,No,73140.0
1507,No,travel_rarely,1582.77,Research & Development,1,Masters,,1508,1,Male,,3,4,Manager,1,Unknown,33238.2,2,No,11,3.0,1,Full Time,1,22.0,3,,19,,11,16,1983,Yes,153407.07
1508,No,travel_rarely,556.26,Sales,2,Professional Certification,,1509,1,Female,69.53,4,2,Sales executive,3,Single,11681.39,0,No,14,3.0,2,Part Time,0,9.0,5,2.0,8,,0,7,1996,Yes,53914.11
1509,No,non-travel,1032.49,Research & Development,6,Bachelor,Medical,1510,3,Male,,3,3,Research director,1,Married,21682.23,9,No,13,3.0,2,,1,18.0,3,4.0,13,,5,7,1981,No,100071.84
1510,No,travel_frequently,290.04,Research & Development,6,Bachelor,Other,1511,3,Male,36.25,4,1,Laboratory technician,4,Married,6090.75,0,No,18,3.0,1,Part Time,1,8.0,3,3.0,7,,7,7,1997,Yes,28111.13
1511,No,travel_frequently,556.26,Sales,1,Professional Certification,Life Sciences,1512,3,Male,,2,2,Sales executive,4,Married,11681.39,1,No,12,3.0,3,Part Time,1,7.0,2,3.0,7,,0,7,1995,Yes,53914.11
1512,No,travel_rarely,290.04,Research & Development,5,Masters,,1513,3,Male,36.25,3,1,Research scientist,4,Married,6090.75,0,No,12,3.0,3,Part Time,1,,4,3.0,5,,0,3,1992,Yes,28111.13
1513,No,travel_rarely,661.35,Human Resources,2,Bachelor,Human Resources,1514,1,Male,82.67,2,2,Human resources,1,Unknown,13888.33,3,No,12,3.0,4,Full Time,0,,1,3.0,2,,1,0,1992,Yes,64100.0
1514,No,non-travel,290.04,Research & Development,2,Masters,,1515,3,Male,,3,1,Research scientist,4,Unknown,6090.75,0,No,18,3.0,2,Part Time,1,3.0,2,1.0,2,,2,2,1992,Yes,28111.13
1515,Yes,non-travel,509.79,Research & Development,8,Masters,Medical,1516,3,Male,,2,2,Research scientist,2,Unknown,10705.5,2,No,15,,1,Part Time,0,11.0,3,2.0,8,,7,7,1971,No,49410.0
1516,Yes,non-travel,290.04,Research & Development,2,Masters,Medical,1517,1,Male,,1,1,Research scientist,4,Married,6090.75,5,Yes,13,3.0,4,Part Time,0,,4,2.0,3,,2,2,1995,Yes,28111.13
1517,No,travel_rarely,1973.98,Research & Development,5,Doctor,,1518,4,Male,,3,5,Research director,3,Married,41453.67,4,No,11,3.0,2,Full Time,1,21.0,2,3.0,3,,1,1,1976,Yes,191324.62
1518,No,non-travel,410.94,Research & Development,9,Doctor,Other,1519,2,Male,,2,1,Laboratory technician,4,Unknown,8629.83,0,No,17,3.0,3,Full Time,0,4.0,2,,3,,2,2,1994,No,39830.0
1519,No,non-travel,654.85,Research & Development,5,Professional Certification,Medical,1520,4,Male,,3,2,Manufacturing director,4,Unknown,13751.83,7,No,16,3.0,3,Full Time,2,8.0,2,2.0,6,,0,4,1986,No,63470.0
1520,No,non-travel,299.62,Research & Development,22,High School or Below,,1521,3,Male,,3,1,Research scientist,4,Unknown,6292.0,1,No,12,3.0,3,Full Time,2,,2,2.0,4,,0,2,2000,No,29040.0
1521,No,travel_rarely,278.16,Human Resources,2,High School or Below,,1522,3,Male,34.77,3,1,Human resources,3,Divorced,5841.33,0,Yes,11,3.0,3,Part Time,1,4.0,5,3.0,3,,1,0,1981,Yes,26960.0
1522,No,non-travel,556.26,Sales,28,Professional Certification,,1523,4,Female,69.53,3,2,Sales executive,3,Unknown,11681.39,7,No,12,3.0,2,Part Time,1,4.0,2,4.0,2,,2,2,1993,Yes,53914.11
1523,Yes,non-travel,224.3,Sales,1,High School or Below,,1524,1,Female,,2,1,Sales representative,2,Single,4710.33,1,No,11,3.0,3,Part Time,0,3.0,3,3.0,3,,1,2,2002,No,21740.0
1524,No,travel_rarely,696.94,Research & Development,1,Masters,Medical,1525,4,Male,,3,2,Healthcare representative,3,Unknown,14635.83,2,No,11,3.0,3,Full Time,0,,2,3.0,3,,1,2,1966,No,67550.0
1525,No,non-travel,290.04,Sales,9,Professional Certification,,1526,1,Male,,3,1,Sales representative,4,Single,6090.75,1,No,24,4.0,3,Part Time,0,3.0,3,2.0,3,"2,0",2,2,2002,Yes,28111.13
1526,No,travel_rarely,274.13,Research & Development,9,Masters,Life Sciences,1527,3,Male,,2,1,Research scientist,2,Unknown,5756.83,0,No,16,3.0,4,Part Time,0,3.0,5,3.0,2,,2,2,1992,No,26570.0
1527,No,non-travel,290.04,Research & Development,23,Bachelor,,1528,4,Male,,3,1,Research scientist,4,Unknown,6090.75,9,No,16,,4,Part Time,0,6.0,4,3.0,3,,1,2,1994,Yes,28111.13
1528,No,travel_rarely,290.04,Research & Development,1,Professional Certification,,1529,4,Male,,3,1,Laboratory technician,2,Unknown,6090.75,1,No,11,3.0,2,Part Time,1,5.0,2,3.0,5,,0,4,1996,Yes,28111.13
1529,No,travel_rarely,1131.31,Research & Development,7,Bachelor,Other,1530,2,Male,,2,3,Healthcare representative,3,Single,23757.5,8,No,24,4.0,3,Full Time,0,,2,3.0,5,,0,0,1974,No,109650.0
1530,No,travel_rarely,262.37,Research & Development,2,Bachelor,,1531,4,Female,,3,1,Research scientist,3,Married,5509.83,4,No,13,3.0,2,,1,,3,3.0,2,,2,2,1987,Yes,25430.04
1531,Yes,non-travel,547.24,Sales,37,Bachelor,Marketing,1532,1,Male,,4,2,Sales executive,4,Unknown,11492.0,8,Yes,13,3.0,2,,0,,3,2.0,5,,0,4,1989,Yes,53040.0
1532,No,non-travel,556.26,Sales,32,Masters,Marketing,1533,4,Female,,3,2,Sales executive,3,Divorced,11681.39,1,Yes,12,3.0,4,Part Time,1,,2,4.0,5,,0,3,1999,Yes,53914.11
1533,No,non-travel,290.04,Research & Development,1,Masters,,1534,2,Female,,3,1,Laboratory technician,1,Unknown,6090.75,3,No,16,3.0,2,Part Time,1,8.0,5,3.0,5,,1,2,1981,Yes,28111.13
1534,No,non-travel,2002.21,Research & Development,5,Professional Certification,Medical,1535,1,Male,,3,5,Research director,1,Married,42046.33,4,No,11,3.0,3,,1,24.0,4,2.0,4,,1,2,1969,Yes,194060.04
1535,No,non-travel,674.56,Sales,4,Masters,,1536,3,Female,,3,2,Sales executive,3,Married,14165.67,9,No,15,3.0,1,Full Time,1,,3,3.0,3,,1,2,1989,Yes,65380.0
1536,No,non-travel,232.97,Research & Development,21,Bachelor,,1537,4,Male,29.12,3,1,Laboratory technician,4,Unknown,4892.33,7,No,20,4.0,1,Part Time,1,,1,3.0,3,,1,2,1980,Yes,22580.0
1537,No,travel_rarely,556.26,Research & Development,8,Masters,Other,1538,3,Female,,3,2,Healthcare representative,3,Unknown,11681.39,4,Yes,14,3.0,4,,0,,3,3.0,5,,0,2,1980,Yes,53914.08
1538,No,travel_rarely,228.84,Research & Development,1,Professional Certification,,1539,4,Male,,2,1,Laboratory technician,1,Married,4805.67,1,No,12,3.0,3,,1,4.0,3,,4,,3,2,1992,Yes,22179.96
